患者表現	出現形	標準病名
くうどうかげ	空洞影	胸部異常陰影
くされ	壊死	壊死
くしゅん	咳	咳
くだす	腹痛発作	腹痛症
くちがかわく	口渇	口渇症
くちのかわき	口渇感	口渇症
くっつい	腹満	腹部膨満
くびがはれる	頚部腫脹	頚部腫脹
くびのはれ	頚部腫脹	頚部腫脹
くびのりんぱせんがはれた。	頚部リンパ節腫脹	頚部リンパ節腫脹
くも	肺結節影	肺部異常陰影
くも膜下出血	再出血	出血
くらくら	めまい感	めまい感
くらくらする	めまい,眩暈,めまい感,浮動性めまい,ふらつき,意識障害	めまい,めまい感,意識障害
くらくらするさま	眩暈	めまい
くらくらする感じ	めまい感	めまい感
くらっくる	ｆｉｎｅ　ｃｒａｃｋｌｅｓ	湿性ラ音
くらっとする	めまい,眩暈	めまい
くらつき	ふらつき	めまい
くらみ	眩暈,めまい	めまい
くらむ	めまい感	めまい感
くるしい	拘束性換気障害,胸苦	拘束性換気障害,胸部不快感
くるしい息切れなど	動悸発作	動悸
くるしくなった	労作時呼吸困難	労作時呼吸困難
くるすい	呼吸困難	呼吸困難
くるっとる	異常行動	異常行動
くろいうんこ	黒色便	黒色便
くろくみえる	眼前暗黒感	眼前暗黒
ぐいだぐねんだ	食欲低下	食欲不振
ぐったり	脱力,脱力感,虚脱	脱力感,筋脱力,脱力感,虚脱
ぐったりする	脱力感	脱力感
ぐらぐらする	めまい	めまい
ぐらづぐ	めまい感	めまい感
ぐるぐる	めまい,めまい感	めまい,めまい感
ぐるぐるする	めまい	めまい
ぐるぐる回る	めまい	めまい
けいひろうかん	易疲労感	易疲労感
けいれん	けいれん発作,痙攣発作,強直性痙攣,全身性痙攣,痙攣重積状態,不随意運動,しびれ	てんかん様発作,痙攣発作,痙攣重積発作,全身痙攣発作,痙攣発作,強直性痙攣,全身痙攣,痙攣重積発作,不随意運動症,しびれ感
けいれんが急に起こる	けいれん発作	てんかん様発作,痙攣発作,痙攣重積発作,全身痙攣発作
けいれんする発作	けいれん発作	てんかん様発作,痙攣発作,痙攣重積発作,全身痙攣発作
けいれんの発作	痙攣発作	痙攣発作
けだるい	疲労感,四肢脱力,脱力感	疲労感,四肢脱力,脱力感
けっかんでふせいみゃくをしる	血管雑音	動脈性雑音
けっしょう	高乳酸血症,高ＩｇＧ血症,高ＩｇＥ血症	高乳酸血症,高ＩｇＧ血症,高ＩｇＥ血症
けっせつ	硬結	硬結
けっとうちがたかい	高血糖	高血糖症
けつえきがまざったたん	血痰	血痰
げいぶ	頚部腫瘤	頚部腫瘤
げっぷ	吃逆,心窩部不快感	横隔膜痙攣症,しゃっくり,心窩部不快
げつう	嚥下痛	嚥下痛
げほ	咳	咳
げほげほした咳	湿性咳嗽	湿性咳,慢性咳嗽
げぼ	嘔吐	嘔吐症
げぼる	嘔吐	嘔吐症
げろ	嘔吐,吐き気,嘔気	嘔吐症,嘔気
げろいた	嚥下痛	嚥下痛
げろっぱ	吐気	嘔気
げろはいだ	嘔吐	嘔吐症
げー	嘔吐	嘔吐症
こうCKに血が出てる	高ＣＫ血症	高クレアチンキナーゼ血症
こういがくしけっしょう	高ＩｇＧ４血症	ＩｇＧ４関連疾患,高ＩｇＧ血症
こういちけっしょう	高ＩｇＧ血症,高ＩｇＧ４血症	高ＩｇＧ血症,ＩｇＧ４関連疾患,高ＩｇＧ血症
こういジーヨンけっしょう	高ＩｇＧ４血症	ＩｇＧ４関連疾患,高ＩｇＧ血症
こうきゅう	紅色丘疹	紅色丘疹
こうぐん	全身性炎症反応症候群	全身性炎症反応症候群
こうけつ	硬結	硬結
こうけつあつ	高ＩｇＧ血症	高ＩｇＧ血症
こう血	喀血	喀血
こえた	体重増加	体重増加
こきゅうがはげしくなる	頻呼吸	頻呼吸
こきゅうこんなん	労作性呼吸困難	発作性呼吸困難,労作時呼吸困難
こころわるい	悪心嘔吐,腹部不快感,吐き気	悪心,嘔吐症,腹部不快感,嘔気
こしゃく	固縮	こわばり
ことばがでない	構語障害	構語障害
こぶ	腫瘤,皮下腫瘤,腫瘤形成,腫瘍性病変,多発腫瘤,腫瘤像,巨大腫瘤,腹部腫瘤,腫大	腫瘤,皮下腫瘤,-1,腹部腫瘤,リンパ節腫大
こぶができた	皮下腫瘤	皮下腫瘤
こぶが多く発生する	多発性腫瘤	腫瘤
こぶのようなできもの	ｍａｓｓ	腫瘤
こり	頚部腫瘤	頚部腫瘤
こわい	疲労感	疲労感
こわばり	硬結,固縮	硬結,こわばり
こわばる	固縮,こわばり	こわばり
こんこん	乾性咳嗽	乾性咳
こんなん	嚥下困難感,労作性呼吸困難	嚥下困難,発作性呼吸困難,労作時呼吸困難
ごく些細な血尿のこと	顕微鏡的血尿	顕微鏡的血尿
ごほごほ	咳	咳
ごろごろする	喘鳴	喘鳴
ご飯の後に血糖値が上がる	食後高血糖	高血糖症
ご飯の後の高血糖	食後高血糖	高血糖症
さいぼうがしんでいる	壊死	壊死
さいぼうがたんぱくでぶんりしている	蛋白細胞解離	髄液蛋白細胞数解離
さぎょうじむねがいたい	労作時胸痛	反復性胸痛,胸痛
ささやき	嗄声	嗄声
さしこみ	胸部痛,腹痛発作,右下腹部痛,左下腹部痛,右側腹部痛	胸痛,腹痛症,下腹痛,腸仙痛,下腹痛,臍下部痛,側腹部痛
さしこむ	疼痛	疼痛
さぶいぼ	悪寒戦慄	悪寒戦慄
さむけ	悪寒,悪心	悪寒,悪心
さむさをかんじる	悪寒戦慄	悪寒戦慄
さんけ	低酸素血症	低酸素血症
さんそふそくのしょうじょう	低酸素血症	低酸素血症
しくしく痛む	鈍痛	鈍痛
しこり	腫瘤,浮腫,充実性腫瘤,皮下結節　,肺腫瘤,下腿浮腫,腹腔内腫瘤,腫大	腫瘤,浮腫,肺腫瘤,下腿浮腫,腹腔内腫瘤,リンパ節腫大
しこりがある	縦隔リンパ節腫脹,腫大,腫瘤	縦隔リンパ節腫脹,リンパ節腫大,腫瘤
しこりができる	腫瘤形成	腫瘤
しこりの造影	腫瘤像	腫瘤
しごとができないくらいしんどい	労作時呼吸困難	労作時呼吸困難
したが回らない	呂律困難	構音障害
したったらず	失語症	失語症
したばらぽっこり	腹部膨満感	腹部膨満
しっかりと立てない状態	ふらつき	めまい
しっこが出にくい	尿閉	尿閉
しっこが血	血尿	血尿
しっこしにくい	排尿障害	排尿障害
しっこでにくい	排尿困難	排尿困難
しっこでねえ	無尿	無尿
しっこね	無尿状態	無尿
しっこばがりでる	頻尿	多尿,頻尿症
しっしん	皮疹,丘疹,意識レベルの低下,発赤	発疹,丘疹,意識障害,発赤
しっしんが赤い	発赤	発赤
しつごしょう	失語	失語症
しびれ	感覚障害,痙攣,しびれ感,異常感覚,痺れ感,感覚異常,けいれん,温痛覚障害,強直性痙攣,疼痛,知覚障害,感覚鈍麻,末梢循環不全,こわばり	体感異常,痙攣,しびれ感,異常触覚,異常知覚,感覚異常症,温痛覚過敏,強直性痙攣,疼痛,知覚障害,末梢循環不全,こわばり
しびれがきた	痺れ	しびれ感
しびれた	痺れ	しびれ感
しびれた感じ	しびれ感	しびれ感
しびれだ	痙攣	痙攣
しびれている感覚	痺れ感	しびれ感
しびれて震える	けいれん	痙攣
しびれる	しびれ感,けいれん,しびれ,痺れ,痙攣発作,痙攣,疼痛	しびれ感,痙攣,痙攣発作,疼痛
しびれる感じがする	しびれ感	しびれ感
しびれ感	しびれ感	しびれ感
しめつけ	圧痛	圧痛
しもやけ	末梢循環不全	末梢循環不全
しゃっくり	吃逆	横隔膜痙攣症,しゃっくり
しゃべりにくさ	呂律困難	構音障害
しゃべれない	運動性失語,呂律障害,失語症,呂律困難	運動性失語症,構音障害,失語症
しゅだい	肺門リンパ節腫大,全身リンパ節腫大	肺門リンパ節腫脹,リンパ節腫大
しゅちゅう	左下肢腫脹	下肢腫脹
しゅちょう	全身性リンパ節腫脹,耳下腺腫脹	リンパ節症,耳下腺腫脹
しゅっけけつ	大量出血	多量出血
しゅっけつ	活動性出血,性器出血,大量出血	出血,性器出血,多量出血
しゅっけつはん	出血斑	斑状出血
しゅようがおおきくなった	腫大	リンパ節腫大
しゅようができた	腫瘤形成	腫瘤
しゅようのこぶのがぞう	腫瘤像	腫瘤
しゅようのびょうじょうがかわる	腫瘤病変	腫瘤
しゅりょう	髄外腫瘤,腫瘤病変,腹腔内腫瘤,頚部腫脹,巨大腫瘤	腫瘤,腹腔内腫瘤,頚部腫脹
しょうかふりょう	摂食不良	摂食機能障害
しょうがい	嚥下機能障害	嚥下協調障害,嚥下障害
しょうこうねつ	微熱	微熱
しょうべんがでない	尿閉	尿閉
しょうべんがひんぱんにしたくなる	頻尿	多尿,頻尿症
しょうべんにちがまざる	尿潜血	顕微鏡的血尿
しょくよくがない	食欲不振	食欲不振
しょくよくふしん	食欲低下,食思不振	食欲不振
しょっちゅうトイレに行く	頻尿	多尿,頻尿症
しわがれごえ	嗄声	嗄声
しわがれた声	嗄声	嗄声
しわがれ声	嗄声	嗄声
しわぶき	咳	咳
しんえい	心陰影拡大,心陰影	胸部異常陰影
しんかぶに不快感を感じる	心窩部不快感	心窩部不快
しんせん	安静時振戦	静止時振戦
しんぞうがどきどきする	動悸発作,動悸	動悸
しんぞうのみゃくがふせいみゃく	心雑音	心雑音
しんぞうぶがいたい	心窩部痛	心窩部痛
しんどい	疲労感,易疲労感,脱力感	疲労感,易疲労感,脱力感
しんぱいていし	呼吸停止	呼吸停止
じっとしているときでも震えが出ること	安静時振戦	静止時振戦
じっとしているときに呼吸が困難なこと	安静時呼吸困難	呼吸困難
じっとしているときに胸が痛いこと	安静時胸痛	反復性胸痛,胸痛
じょうえい	線状影	胸部異常陰影
じょうかくリンパ節が大きくなる	縦隔リンパ節腫大	縦隔リンパ節腫脹
じょうみゃく	徐脈性不整脈	徐脈性不整脈
じょうみゃくにあながあいた	洞性頻脈（どうせいじょうみゃく）	
じょみゃく	徐脈性不整脈	徐脈性不整脈
じょみゃくがふせいみゃく	徐脈性不整脈	徐脈性不整脈
じわじわした痛み	鈍痛	鈍痛
じんじん	痛み	疼痛
じんじんする	痺れ,しびれ感,拍動性頭痛,疼痛	しびれ感,頭痛,疼痛
じんじん痛い	疼痛	疼痛
じんましん	発赤腫脹,発疹,発赤,皮疹,皮膚黄染,粘膜発赤	発赤,発疹,黄疸
じんわり痛い	鈍痛	鈍痛
じーっとしている時にプルプルと手先が震える	安静時振戦	静止時振戦
じーっと沈黙してしまう	寡動	行動緩慢
すいぞうひだい	膵腫大	膵腫大
すい臓の液体の腫瘤	嚢胞性腫瘤	腫瘤
すい臓の腫れ	膵腫大	膵腫大
すこし体温が高い	微熱	微熱
すごくだるい	全身倦怠感	全身倦怠感
すごく痛い	激痛	疼痛
すりがらすかげ	スリガラス影	胸部異常陰影
すりガラスで見たら影がある	スリガラス陰影	胸部異常陰影
すりガラスのように曇った部分のある画像検査結果	スリガラス陰影	胸部異常陰影
すりガラス陰影	スリガラス陰影	胸部異常陰影
すり足	失調性歩行	失調性歩行
ずきずき	頭痛	頭痛
ずきずきいたい	疼痛	疼痛
ずきずきする痛み	鈍痛	鈍痛
ずきずき痛い	疼痛	疼痛
ずきずき痛む	疼痛	疼痛
ずっと咳しとる	慢性咳嗽	慢性咳嗽
ずつう	頭部痛	頭痛
せいじょうにはなせない	呂律障害	構音障害
せいづつう	拍動性頭痛	頭痛
せいり	性器出血	性器出血
せき	咳嗽,乾性咳嗽,湿性咳嗽,吐気,乾性咳	咳,乾性咳,湿性咳,慢性咳嗽,嘔気
せきがいつもでる	慢性咳嗽	慢性咳嗽
せきが出る	咳嗽,乾性咳,咳	咳,乾性咳
せきこむ	咳嗽	咳
せきこんこん	咳	咳
せきのこと	咳嗽	咳
せっしょく	摂食不良	摂食機能障害
せつしゅお	両側肺門部リンパ節腫脹	肺門リンパ節腫脹
せん妄	幻覚	幻覚
ぜいぜい	喘鳴	喘鳴
ぜいぜいする	息切れ,喘鳴	息切れ,喘鳴
ぜいぜいとした息	喘鳴	喘鳴
ぜいぜいと息をする	喘鳴	喘鳴
ぜいぜいと音がする呼吸	喘鳴	喘鳴
ぜいぜい言う	喘鳴	喘鳴
ぜいぜい音をたてて呼吸する	喘鳴	喘鳴
ぜいはあする	息切れ	息切れ
ぜろぜろした咳	湿性咳嗽	湿性咳,慢性咳嗽
ぜんしんがはれている	全身性浮腫	全身性浮腫
ぜんしんのりいぱせつがはれている	全身リンパ節腫脹	リンパ節腫大
ぜんそく	気管支透亮像,喘鳴	胸部異常陰影,喘鳴
ぜんそくのせき	喘鳴	喘鳴
ぜーぜー	喘鳴	喘鳴
ぜーぜーという	喘鳴	喘鳴
ぜーぜーと音がする	喘鳴	喘鳴
ぜーぜーゆう	喘鳴	喘鳴
そくふく	側腹部痛	側腹部痛
そのものがもつエネルギー	熱	発熱
そばかす	粒状陰影	胸部異常陰影
ぞう	下腿浮腫	下腿浮腫
ぞくぞくする	悪寒	悪寒
ぞっとする	悪寒戦慄	悪寒戦慄
たいそい	倦怠感,全身倦怠感	倦怠感,全身倦怠感
たくさんのぞうきがいじょう	多臓器障害	多臓器不全
たくさんの臓器に問題がある	多臓器障害	多臓器不全
たくさんの血が出る	大量出血	多量出血
たくさん尿が出る	多飲多尿	多飲症,多尿
たくさん水分をとりたくさん尿が出る	多飲多尿	多飲症,多尿
たくさん水分を取ったため尿がたくさん出てる	多飲多尿	多飲症,多尿
たくさん水分を取りたくさん排尿する	多飲多尿	多飲症,多尿
たくさん水分を摂ってたくさんおしっこがでる	多飲多尿	多飲症,多尿
たくさん血が出る	活動性出血,大量出血	出血,多量出血
たくさん飲む	多飲	多飲症
たくさん飲むからよくトイレ行く	多飲多尿	多飲症,多尿
たくさん飲んでたくさんオシッコが出る	多飲多尿	多飲症,多尿
たくさん飲んでたくさん尿が出る	多飲多尿	多飲症,多尿
たくさん飲んで沢山おしっこをする	多飲多尿	多飲症,多尿
たこ	痂皮	痂皮
たこつぼ症状	房室回帰性頻拍	頻拍症
ただれ	皮疹	発疹
たちくらみ	眩暈,一過性意識障害,めまい,めまい感	めまい,一過性意識障害,めまい感
たっぷんたっぷん	腹水貯留	腹水症
たてほうこうにりんぱせんがはれた	縦隔リンパ節腫脹	縦隔リンパ節腫脹
たべたあとけっとうちがたかくなる	食後高血糖	高血糖症
たべたくない	食欲不振	食欲不振
たべたとき、あじが、おかしい。	味覚障害	味覚障害
たべたなくなる	食欲低下	食欲不振
たべられない	経口摂取困難	経口摂取困難
たべるきがひくい	食欲低下	食欲不振
たべれん	食欲不振	食欲不振
たん	喀痰,咳嗽	喀痰,咳
たんから血液が出る	血痰	血痰
たんがからむ	喀痰	喀痰
たんがからむせき	湿性咳嗽	湿性咳,慢性咳嗽
たんがこい	膿性痰	膿性痰
たんがでる	痰	喀痰
たんが絡んで咳が出る	湿性咳嗽	湿性咳,慢性咳嗽
たんこぶ	圧痕浮腫,髄外腫瘤,腫瘤	浮腫,腫瘤
